y	x
0	aggression and terrorism
0	most atrocious human rights violations
0	evil
0	should not tolerate
1	thanks to
0	scrupulously avoided
1	what impressed him most
0	further damage
1	congratulated
0	warned
0	intensified
0	gives a rat 's ass
1	extraordinary
0	typical texan mentality
0	breaks your heart
1	think
1	have the benefit
1	call
0	abuse its position
0	scared
0	be concerned
1	claiming to represent
1	my fist carries a force
1	appeal
1	real
0	taking care to avoid directly criticizing
1	believes in
1	favor
1	endorsed
1	voiced his gratitude
0	ulterior motives
0	not be condoned by
0	beleaguered
0	to determine the outcome of an african election in europe
0	membership in the axis of evil ,
0	a real problem
0	irritated
0	has been protested
1	emphasized
0	revolted
0	jetted
0	joining the fray
0	masterminded
0	have criticised
0	brutalizing
0	very obviously
1	endorsing
0	projection
0	twists and turns
1	neo colonialist
0	the four square meter cages
0	would be a great tragedy
0	arrogant unilateralism
0	cleaved the rift between civilisations
1	endorsed
1	backed
1	want nothing
1	hope
0	in spite of the good offices
0	refused
0	new labyrinths and tunnels
1	head off an explosive growth
0	riddled with irregularities
0	ominous phenomenon
0	will be a monumental tragedy
0	divergent views
0	even worse
0	expressed concerns
0	tries to play the role of a world policeman
1	pleasing it is to my own ears
0	the abuse of human rights is rampant
0	most disturbing of all
0	not immediately denouncing
0	is feared by
0	we shall not retreat
0	pursue
0	growing threat
1	thanked
0	branded
0	rhetoric of that kind
0	retaliate
1	would expedite
1	to ask
1	wanted
0	intimidate
1	important new development
0	perpetrated
0	can not
1	benefits
0	disguises
0	more dangerous
1	urge
1	is urging
0	torture !
0	enemies of mankind
1	is about to call on
0	unilateral
1	is inclined
0	agitated
0	failed
0	apathy
0	it can not be taken into consideration , as long as the war against terrorism is far from over
1	environmental public spiritedness
0	reckless military oppressive attempt
0	has turned into an axis of evil itself
0	not to exploit the calm
0	concerns
0	most likely
1	are with
0	incited
0	openly opposed
0	in protest
0	victor ,
1	had been legitimate
0	some unpalatable measures
1	with a sense of accomplishment
0	wary of
1	fully back
0	anti israeli decisions
1	the request of
1	would like to extend
1	sent congratulations
0	was charged with treason
0	destroy so called peace
1	have made it possible
0	sustained government orchestrated campaign of intimidation and violence
0	could spark a return to the chaotic days
1	moments of sheer upliftment and exhilaration
0	no matter how long sharon humiliates arab dignity
0	nations that are so dictatorial
0	is merely to entertain
0	scaring away
0	of lying
0	accused
0	at it again
0	inhumane nature
0	to protest
0	was critical
0	no qualifications and face
0	summits , '
0	human rights violations
0	angry
0	wounding palestinians without hesitation
0	unprecedented
1	won the support
0	enough
1	intentions
0	are being kept in cages
0	total confusion of historical data
1	put his nation first
1	have been justified
0	fails to meet the standard of being free and fair
1	flexible and gradual
1	independence
0	are wondering
1	enshrined
0	harsh treatment of its own citizens
0	remaining problems
0	the head of an empire of evil
0	volatile
0	would be difficult because
0	no to recognition
0	undermining everything
0	would not have been a free and fair poll
0	affirmed
1	can bring security and stability to all the parties without exception
1	invite
1	views itself
0	enormous implications
0	put on a spectacle
0	angry anti us protests erupted
0	vulnerable
1	if we want to apply
0	disappoint
0	one of the greatest problems
0	do n't want
0	disagreed
0	hurt
1	can be stabilized
1	were , and still are , hoping
1	is expected
0	those who bet on the dollar will lose
1	have great confidence
1	hoped
0	acknowledged
0	used to call
1	ease
0	this would of course require advanced technology and great cost
1	fair settlement
0	as to whether or not
0	unrest
1	desire
1	recognition of
0	can`t be a minority if there is no nation
0	considered
1	potential carrot
0	attempts to use the anti terror war to play with political party politics
1	open
0	from pulling out of
1	unwavering will
0	throw us from the island
0	exactly the opposite
0	fear
1	promises
0	risking the danger
0	opposes and condemns
0	millions of people will have to leave their homes
0	thrust into its worst crisis
0	inhumane
0	find nothing positive
1	current priority
0	would be a reluctant financial firefighter
0	they will find themselves on inhospitable ground
0	were likely not to be free and fair
0	is reluctant
0	such a criticism
1	decisive influence
0	publicly accused
1	better off
0	only hints at his inclinations to gain more power
0	warned
0	enormous
0	weak , developing nation
0	did not want to give up
0	despite
0	remembering
0	very rash
1	very robustly
1	feel
0	turning a blind eye
1	may have changed
1	can not refuse offering cooperation
0	accusing
0	overlooked
1	wants
0	opprobrium
0	by force
0	without
1	blessed
0	no spirit of independence
0	nuclear club
0	axis of evil
1	urged
0	bush backtracked
0	he is an australian citizen , and australia is not the 51st state of america
1	appreciated
1	want
1	demonstrates strong commitments
0	however
0	are critical
1	could not find enough praise
1	and they will get it
1	support of
0	instead
0	the tale today is all the more bitter as it began with such euphoria
1	are , without exception , very favorable
0	impose
0	put itself in a difficult position
1	have interests
0	can not make more concessions
0	recipe for disaster
0	criticism
0	condemning
0	for the most part
0	demonstrations
0	criticism swelled
0	conducting a calculated campaign of intimidation
1	must first respect and promote
0	crude example
0	if through him they are able to orient turkey in any way they choose
0	unprecedented force
0	rendered worthless
0	club med
0	accused
1	wants
0	incompetent
0	had always denied
0	unwarranted
0	but also above
0	epic sized default
1	are committed
0	opposition
0	can contaminate
0	showed callousness
0	bickering
0	it is impossible to expect
1	very useful
1	thanks to gains
0	the last supper it is zanu pf 's final feast
1	nostalgia
0	are willing to die
0	the extent to which this guy 's legal rights are being subjugated to the australian government 's shuttle diplomacy with the us
0	scenes of destruction
0	foolhardy
1	legitimate
0	would interfere
0	got out of hand
0	will collapse
0	can anyone believe
1	were in the right
0	only interested in buying time
0	a world already complicated
0	are tired
0	contravenes
0	is becoming increasingly reckless
0	have grave doubts
1	niche of affection and solidarity
0	wants
0	threatening long held human rights principles
0	condemns unreservedly and in the strongest terms
0	prejudices
1	comforting sense of personal and national vindication
0	effectively rebutted
1	congratulated
0	irrelevant
1	set out
0	democracy exhausted all its generosity
0	imperialism is the source of war
0	warned
0	repeated his stereotyped allegations against
0	having put his life in danger
0	a massacre
1	could not be clearer
0	trampled over
0	not applied for political , cultural and ideological considerations
1	zimbabwe is for zimbabweans
0	in contravention of the country 's constitution
0	preying
0	failed the 'free and fair' test
0	bigger than jesus
0	was angered
0	dissatisfied
0	criticism which has been levelled
0	charge
0	do n't think
0	serious mistakes
0	requests , through a bulletin
1	strikingly illustrated
0	abandoning an ally
1	principled
1	has called for
1	seem to think
0	reminiscent of the turbulent days of military rule from 1976 to 1983
0	marred
0	violated human rights
0	voiced his condolences
0	ceased to be a soldier of the fatherland
0	accused
0	fearing
0	more suffering
0	smell of danger
0	earned eternal notoriety
1	agreed
0	bring the government down in turmoil
0	open to widespread abuse
0	get the feeling
0	joined in a giant protest
0	felt
1	urged
0	referred to
1	arbiter of democratic legitimacy
0	the war maniacs
0	failure to substantiate
0	this country can only be dragged along , but wo n't get anywhere
1	respecting
0	bowed to pressure
0	once looked impossible to win
1	good will
0	condemn
0	took exception
1	support
0	high treason
1	a relief to
0	us imperialist war maniacs
0	thanks to
0	at turns passive and inflexible
1	did not stop
0	have angered
1	will be invited
1	entitled at all times to decent treatment
0	as a non starter
1	to support
0	were suspected of
1	continue to close ranks behind
0	opposes
0	create stumbling blocks
0	disregard
0	will eat up their own vitals
0	to express openly dissenting political and religious views
0	dishonoring
0	see
1	boasts
0	prohibition
1	free and fair
0	the american empire
0	leaks
0	breakdown
1	continuously cooperating
0	but instead
0	debate
0	we were soft
0	looming
1	gain more knowledge
0	to make it seem
0	immediately attacked
0	substantial challenge
0	assuming it has any
0	could n't care less
0	did not support
0	when will a coup not be called a coup
1	support of
0	unmanageable
0	rapprochement
1	collapsed
1	neutralize
1	had asked
0	have screamed
0	condemned
0	accused
0	frighten
0	systematically subverted democracy
0	pretends
1	dismisses the notion
1	plan
0	expansionist policies
0	social explosion
0	agreement
0	no way defending
1	appease
1	should not be afraid of persecution
0	will steal
0	are still worried
1	supported
1	appraised
0	dissatisfaction
0	stop the circus
0	would have been in jeopardy if
1	ideal , sunny clime
1	support
0	under the pretext of the fight against terrorism
0	suspend
0	only just begun
0	killers
1	recommendations
0	dwindling moral values
1	develop its relations
0	alarming
0	greater protests
0	imposed on the palestinian people by force for more than 34 years now
0	secret
0	has escalated wildly
0	questioned
0	neo colonialism
1	is favored
0	have hotly denied
0	dirty money
0	fails
1	wanting
1	calling on
0	clearly undermines
0	rejected
0	will not allow
1	a stunning blow to imperialism
0	dictation from the us
0	end of its colonialist occupation
0	imbibed them amidst the safety and leisure
0	most glaring
1	support
1	a window to the world
1	opening the door
1	so that we would not become terrorists
0	impossible
0	violated
1	believes
0	warns
